taxon_oid	NCBI Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID	Genome Size  * assembled	Gene Count  * assembled
3300081634	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Blue River NEON Field Site, Connerville, Oklahoma, USA - BLUE.20231016.EPILITHON.1.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081634	529190375	898563
3300082760	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Como Creek NEON Field Site, Ward, CO, USA - COMO.20230808.EPILITHON.2.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300082760	1147463548	1678856
3300083030	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Como Creek NEON Field Site, Ward, CO, USA - COMO.20230808.EPILITHON.3.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300083030	850161146	1230697
3300083031	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Como Creek NEON Field Site, Ward, CO, USA - COMO.20230808.EPILITHON.4.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300083031	728757608	1023065
3300083097	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Kings Creek NEON Field Site, Manhattan, Kansas, USA - KING.20230329.EPILITHON.2.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300083097	1228924826	2092227
3300083150	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Kings Creek NEON Field Site, Manhattan, Kansas, USA - KING.20230329.EPILITHON.4.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300083150	1458848850	2337157
3300081839	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Kings Creek NEON Field Site, Manhattan, Kansas, USA - KING.20230724.EPILITHON.2.DNA-DNA1_v2	DOE Joint Genome Institute  (JGI)	3300081839	1810710906	2873354
3300082498	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Le Conte Creek NEON Field Site, Gatlinburg, TN, USA - LECO.20230329.EPILITHON.4.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300082498	1462967487	2186420
3300081632	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Le Conte Creek NEON Field Site, Gatlinburg, TN, USA - LECO.20230906.EPILITHON.4.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081632	1027196314	1520389
3300081633	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Le Conte Creek NEON Field Site, Gatlinburg, TN, USA - LECO.20231018.EPILITHON.3.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081633	885234667	1253803
3300079878	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Lewis Run NEON Field Site, Briggs, Virginia, USA - LEWI.20230726.EPILITHON.1.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079878	685955933	1179917
3300081833	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Lewis Run NEON Field Site, Briggs, Virginia, USA - LEWI.20230726.EPILITHON.1.DNA-DNA1_v2	DOE Joint Genome Institute  (JGI)	3300081833	2138318948	3496011
3300080092	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Lewis Run NEON Field Site, Briggs, Virginia, USA - LEWI.20230726.EPILITHON.2.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300080092	668138600	1272038
3300079879	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Lewis Run NEON Field Site, Briggs, Virginia, USA - LEWI.20230726.EPILITHON.3.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079879	288075277	559801
3300081532	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Lewis Run NEON Field Site, Briggs, Virginia, USA - LEWI.20230726.EPIPELON.1.DNA-DNA1_v2	DOE Joint Genome Institute  (JGI)	3300081532	721761039	1301252
3300081836	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Lewis Run NEON Field Site, Briggs, Virginia, USA - LEWI.20230726.EPIPELON.2.DNA-DNA1_v2	DOE Joint Genome Institute  (JGI)	3300081836	1522267402	2707801
3300081837	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Lewis Run NEON Field Site, Briggs, Virginia, USA - LEWI.20230726.EPIPELON.3.DNA-DNA1_v2	DOE Joint Genome Institute  (JGI)	3300081837	1389553988	2490059
3300081625	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.20230417.EPILITHON.1.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081625	1171857435	1746270
3300081626	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.20230417.EPILITHON.5.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081626	601682377	994452
3300079838	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Martha Creek NEON Field Site, Stabler, Washington, USA - MART.20230725.EPILITHON.1.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079838	1088517738	1611087
3300079868	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Martha Creek NEON Field Site, Stabler, Washington, USA - MART.20230725.EPILITHON.2.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079868	1397343104	2258235
3300079869	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Martha Creek NEON Field Site, Stabler, Washington, USA - MART.20230725.EPILITHON.3.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079869	1388501034	2090986
3300079870	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Martha Creek NEON Field Site, Stabler, Washington, USA - MART.20230725.EPILITHON.4.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079870	1318563564	2003947
3300079871	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Martha Creek NEON Field Site, Stabler, Washington, USA - MART.20230725.EPILITHON.5.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079871	1062339607	1607679
3300079872	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Martha Creek NEON Field Site, Stabler, Washington, USA - MART.20230725.EPILITHON.6.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079872	1359867363	2104215
3300079873	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Martha Creek NEON Field Site, Stabler, Washington, USA - MART.20230725.EPILITHON.7.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079873	1271717215	2013814
3300079874	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Martha Creek NEON Field Site, Stabler, Washington, USA - MART.20230725.EPILITHON.8.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079874	1376155468	2198378
3300081919	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Mayfield Creek NEON Field Site, Duncanville, Alabama, USA - MAYF.20230717.EPIXYLON.1.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081919	800646959	1325387
3300079835	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Mayfield Creek NEON Field Site, Duncanville, Alabama, USA - MAYF.20230717.EPIXYLON.3.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079835	388373211	694050
3300079836	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Mayfield Creek NEON Field Site, Duncanville, Alabama, USA - MAYF.20230717.EPIXYLON.4.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079836	360634812	685954
3300079867	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Mayfield Creek NEON Field Site, Duncanville, Alabama, USA - MAYF.20230717.EPIXYLON.5.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079867	602080174	1041405
3300083156	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from McDiffett Creek NEON Field Site, Volland, Kansas, USA - MCDI.20230330.EPILITHON.1.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300083156	1060930626	1750813
3300081623	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from McDiffett Creek NEON Field Site, Volland, Kansas, USA - MCDI.20230330.EPILITHON.3.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081623	645251352	1045412
3300081716	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from McRae Creek NEON Field Site, McKenzie Bridge, Oregon, USA - MCRA.20230719.EPILITHON.1.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081716	1251369950	2015637
3300081918	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from McRae Creek NEON Field Site, McKenzie Bridge, Oregon, USA - MCRA.20230719.EPILITHON.2.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081918	1795673137	2664940
3300081917	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from McRae Creek NEON Field Site, McKenzie Bridge, Oregon, USA - MCRA.20230719.EPILITHON.3.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081917	1504909261	2242171
3300079840	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from McRae Creek NEON Field Site, McKenzie Bridge, Oregon, USA - MCRA.20230719.EPILITHON.4.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079840	1351998211	2009769
3300079841	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from McRae Creek NEON Field Site, McKenzie Bridge, Oregon, USA - MCRA.20230719.EPILITHON.5.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079841	1040388857	1555622
3300079842	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from McRae Creek NEON Field Site, McKenzie Bridge, Oregon, USA - MCRA.20230719.EPILITHON.6.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079842	1716828820	2547077
3300079843	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from McRae Creek NEON Field Site, McKenzie Bridge, Oregon, USA - MCRA.20230719.EPILITHON.7.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079843	1506135162	2321082
3300079875	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from McRae Creek NEON Field Site, McKenzie Bridge, Oregon, USA - MCRA.20230719.EPILITHON.8.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079875	758816807	1134467
3300081622	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.20230614.EPILITHON.4.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081622	624952888	951924
3300082540	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20230719.EPILITHON.1.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082540	1312657678	1984280
3300081715	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20230719.EPILITHON.2.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081715	591614170	942451
3300081916	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20230719.EPILITHON.3.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081916	410253091	656042
3300081834	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20230719.EPILITHON.3.DNA-DNA1_v2	DOE Joint Genome Institute  (JGI)	3300081834	939614374	1489377
3300081915	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20230719.EPILITHON.4.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081915	398707430	732389
3300080905	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20230719.EPILITHON.5.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300080905	476161146	825640
3300081624	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Pringle Creek NEON Field Site, Wise County, Texas, USA - PRIN.20230328.EPILITHON.1.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081624	838462919	1371243
3300079097	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20230712.EPILITHON.1.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079097	863822333	1429713
3300081963	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20230712.EPILITHON.2.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081963	615585237	880136
3300081962	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20230712.EPILITHON.3.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081962	761946630	1113040
3300078829	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San German, Puerto Rico - CUPE.20230620.EPILITHON.1.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300078829	1264753423	1869767
3300079104	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San German, Puerto Rico - CUPE.20230620.EPILITHON.2.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079104	1119161001	1658010
3300078830	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San German, Puerto Rico - CUPE.20230620.EPILITHON.3.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300078830	1117464163	1634621
3300078831	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San German, Puerto Rico - CUPE.20230620.EPILITHON.4.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300078831	1514432071	2096369
3300078752	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San German, Puerto Rico - CUPE.20230620.EPILITHON.5.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300078752	1032299661	1510768
3300079089	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San German, Puerto Rico - CUPE.20230620.EPILITHON.6.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079089	1361831138	2020248
3300083027	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San German, Puerto Rico - CUPE.20230620.EPILITHON.7.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300083027	751322599	1088796
3300079090	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San German, Puerto Rico - CUPE.20230620.EPILITHON.8.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079090	844718494	1264854
3300078832	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Rio Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20230627.EPILITHON.1.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300078832	830932143	1258852
3300078833	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Rio Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20230627.EPILITHON.2.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300078833	1668102616	2520674
3300078834	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Rio Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20230627.EPILITHON.3.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300078834	1353282816	2029796
3300079091	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Rio Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20230627.EPILITHON.4.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079091	1166697301	1586664
3300079092	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Rio Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20230627.EPILITHON.5.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079092	1041819203	1589277
3300078835	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Rio Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20230627.EPILITHON.6.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300078835	1245974555	1923537
3300084705	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Rio Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20230627.EPILITHON.7.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300084705	546882102	912712
3300079093	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Rio Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20230627.EPILITHON.8.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079093	1400318329	2234979
3300083026	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Sycamore Creek NEON Field Site, Rio Verde, Arizona, USA - SYCA.20230606.EPILITHON.6.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300083026	611055768	887256
3300078827	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Sycamore Creek NEON Field Site, Rio Verde, Arizona, USA - SYCA.20230606.EPILITHON.7.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300078827	705228856	1126793
3300078828	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Sycamore Creek NEON Field Site, Rio Verde, Arizona, USA - SYCA.20230606.EPILITHON.8.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300078828	1346551112	2104719
3300079106	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Walker Branch NEON Field Site, Oak Ridge, TN, USA - WALK.20230706.EPILITHON.1.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079106	586478153	801469
3300079094	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Walker Branch NEON Field Site, Oak Ridge, TN, USA - WALK.20230706.EPILITHON.2.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079094	373310322	486571
3300078836	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Walker Branch NEON Field Site, Oak Ridge, TN, USA - WALK.20230706.EPILITHON.3.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300078836	721318446	1029450
3300078837	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Walker Branch NEON Field Site, Oak Ridge, TN, USA - WALK.20230706.EPILITHON.4.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300078837	907353297	1313107
3300079307	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Walker Branch NEON Field Site, Oak Ridge, TN, USA - WALK.20230706.EPILITHON.5.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079307	1133620060	1578027
